"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"rumah",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"sambil",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"sambutan",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"saya",0,0,0,0,0,0,0,0,0,0.0692790312076329,0,0,0,0,0,0,0
"sebelum",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"sedikit",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"semoga",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"sempat",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"semua",0,0,0,0,0,0,0,0,0,0.0461860208050886,0,0,0,0,0,0,0
"seperti",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"seronok",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"setelah",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"shopping",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"sidang",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"start",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"sudah",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"sungguh",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"syawal",0,0,0,0,0,0,0,0,0,0.0461860208050886,0,0,0,0,0,0,0
"tanpa",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"tentu",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"tidak",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"umat",0,0,0,0,0,0,0,0,0,0.0461860208050886,0,0,0,0,0,0,0
"week",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"went",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"wisma",0,0,0,0,0,0,0,0,0,0.0461860208050886,0,0,0,0,0,0,0
"without",0,0,0,0,0,0,0,0,0,0.0230930104025443,0,0,0,0,0,0,0
"would",0,0,0,0,0,0,0,0,0,0.01744329288842,0.0270830073793889,0,0,0,0,0,0
"yang",0,0,0,0,0,0,0,0,0,0.0692790312076329,0,0,0,0,0,0,0
"agreement",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"benefit",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"both",0,0,0,0,0,0,0,0,0,0,0.0270830073793889,0,0,0,0,0,0.0164226746875018
"care",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"celebrating",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"community",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"component",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"concluded",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"congratulate",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"crucial",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"denuclearised",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"did",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"donald",0,0,0,0,0,0,0,0,0,0,0.0154871468979208,0.0392341054747328,0.0280243610533806,0.0608805084952751,0,0,0.00939114226788818
"dprk",0,0,0,0,0,0,0,0,0,0,0.0270830073793889,0,0,0,0,0,0.0164226746875018
"each",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"honoured",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"implementing",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"international",0,0,0,0,0,0,0,0,0,0,0.0270830073793889,0,0,0,0,0,0.0164226746875018
"job",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"join",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"joint",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"jong",0,0,0,0,0,0,0,0,0,0,0.0131798275485016,0.0333888964562041,0.0238492117544315,0,0.0313020904276913,0.0715476352632944,0.00799202308792119
"journey",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"kim",0,0,0,0,0,0,0,0,0,0,0.0263596550970032,0.0333888964562041,0.0238492117544315,0,0.0626041808553826,0.143095270526589,0.00799202308792119
"korean",0,0,0,0,0,0,0,0,0,0,0.0263596550970032,0.0333888964562041,0.0238492117544315,0,0.0626041808553826,0.0715476352632944,0.00799202308792119
"lasting",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"leader",0,0,0,0,0,0,0,0,0,0,0.0131798275485016,0.0333888964562041,0.0238492117544315,0,0.0313020904276913,0.0715476352632944,0.00799202308792119
"making",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"move",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"north",0,0,0,0,0,0,0,0,0,0,0.0154871468979208,0.0392341054747328,0.0280243610533806,0,0.036781973882562,0.0840730831601418,0
"outcome",0,0,0,0,0,0,0,0,0,0,0.0270830073793889,0,0.0490073466865133,0,0,0,0
"outstanding",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"peace",0,0,0,0,0,0,0,0,0,0,0.0270830073793889,0,0.0490073466865133,0,0,0,0
"peninsula",0,0,0,0,0,0,0,0,0,0,0.021951757373063,0,0,0,0.0521354237610247,0,0.0133111720240914
"played",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"president",0,0,0,0,0,0,0,0,0,0,0.0131798275485016,0.0333888964562041,0.0238492117544315,0.103620713139944,0.0313020904276913,0,0.00799202308792119
"region",0,0,0,0,0,0,0,0,0,0,0.021951757373063,0,0.0397222276274474,0,0.0521354237610247,0,0
"rest",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"showing",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"signing",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"singaporeans",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"stability",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"statement",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"success",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"successful",0,0,0,0,0,0,0,0,0,0,0.0270830073793889,0,0,0,0.0643221425260487,0,0
"sure",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"taken",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"teams",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"thanks",0,0,0,0,0,0,0,0,0,0,0.0717098744079007,0,0,0,0,0,0
"towards",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"trump",0,0,0,0,0,0,0,0,0,0,0.0263596550970032,0.0333888964562041,0.047698423508863,0.0518103565699718,0.0313020904276913,0,0.00799202308792119
"was",0,0,0,0,0,0,0,0,0,0,0.0270830073793889,0,0.0490073466865133,0,0,0,0
"what",0,0,0,0,0,0,0,0,0,0,0.0270830073793889,0.0686102853611187,0,0,0,0,0
"who",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"worked",0,0,0,0,0,0,0,0,0,0,0.0270830073793889,0,0,0,0,0,0.0164226746875018
"wrote",0,0,0,0,0,0,0,0,0,0,0.0358549372039503,0,0,0,0,0,0
"amanpour",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"below",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"christiane",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"cnns",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"down",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"eve",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"interview",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"link",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"mean",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"meeting",0,0,0,0,0,0,0,0,0,0,0,0.111222237356853,0,0.0862931151906615,0,0,0.0399335160722742
"outcomes",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"possible",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"sat",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"significance",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"watch",0,0,0,0,0,0,0,0,0,0,0,0.0908325075833409,0,0,0,0,0
"developments",0,0,0,0,0,0,0,0,0,0,0,0,0.0490073466865133,0,0.0643221425260487,0,0
"discuss",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"forward",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"him",0,0,0,0,0,0,0,0,0,0,0,0,0.0980146933730267,0,0.128644285052097,0,0
"his",0,0,0,0,0,0,0,0,0,0,0,0,0.0980146933730267,0,0.0643221425260487,0,0
"hospitality",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"hosted",0,0,0,0,0,0,0,0,0,0,0,0,0.0490073466865133,0,0,0,0.0164226746875018
"house",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"istana",0,0,0,0,0,0,0,0,0,0,0,0,0.0490073466865133,0.106464235905184,0,0,0
"met",0,0,0,0,0,0,0,0,0,0,0,0,0.0397222276274474,0,0.0521354237610247,0.119166682882342,0
"morning",0,0,0,0,0,0,0,0,0,0,0,0,0.0490073466865133,0,0,0,0.0164226746875018
"october",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"opportunity",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"path",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"positive",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"reciprocate",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"step",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"took",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"white",0,0,0,0,0,0,0,0,0,0,0,0,0.0648803625595292,0,0,0,0
"wished",0,0,0,0,0,0,0,0,0,0,0,0,0.0490073466865133,0,0.0643221425260487,0,0
"due",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862931151906615,0.0521354237610247,0.119166682882342,0
"fblive",0,0,0,0,0,0,0,0,0,0,0,0,0,0.140946994525874,0,0,0
"lee",0,0,0,0,0,0,0,0,0,0,0,0,0,0.106464235905184,0,0.14702204005954,0
"place",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719814772844945,0.0434888091927154,0.0994029924404924,0.0111035257513316
"pmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0.106464235905184,0,0.14702204005954,0
"take",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862931151906615,0.0521354237610247,0.119166682882342,0
"trumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0.140946994525874,0,0,0
"video",0,0,0,0,0,0,0,0,0,0,0,0,0,0.106464235905184,0,0.14702204005954,0
"visit",0,0,0,0,0,0,0,0,0,0,0,0,0,0.140946994525874,0,0,0
"complimented",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851554758593821,0,0
"decision",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851554758593821,0,0
"discussed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851554758593821,0,0
"evening",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851554758593821,0,0
"meet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643221425260487,0,0.0164226746875018
"stay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851554758593821,0,0
"tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521354237610247,0.119166682882342,0.0133111720240914
"anticipated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"arrangements",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"asked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"been",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043483647247344
"building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"busy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"centre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"check",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"chosen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"clock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"closely",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"confident",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"covering",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"deadlines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"dot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"efficiency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"event",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"eventually",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"foreign",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"global",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"happen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"hosts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"including",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"intense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"journalists",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"lead",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"logistics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"major",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"make",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"media",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043483647247344
"mobilised",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"neutrality",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"nsf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"nsmen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"often",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"partners",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"peaceful",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"personnel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"pit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"planning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"put",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"putting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"reputation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"resolution",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"round",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"saf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"sector",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"set",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"sides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"spotlight",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"testifies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"things",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"thousands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"under",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"venue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"visited",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"were",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021741823623672
"working",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043483647247344
